Title,Trivia,Words
Sports,"Soccer is the most widely played and watched sport on the planet.

Basketball was invented in 1891 by James Naismith using a soccer ball and peach baskets.

Volleyball was originally invented as a gentler alternative to basketball.

Ice hockey pucks are frozen before games to reduce bouncing on the ice.

Some tennis scoring terms may trace back to the French word for egg, ""l'oeuf.""

Competitive multi-stage cycling races can cover well over 2,000 miles.

The marathon's 26.2-mile distance comes from a legendary run in ancient Greece.

Wrestling is considered one of the oldest organized sports in human history.

Archery has been used for both hunting and combat for tens of thousands of years.

Gymnastics traces its roots to ancient Greek training for physical fitness.

The word ""referee"" comes from an old term meaning to ""refer back"" a decision.

The largest stadiums in the world can hold well over 100,000 spectators.

A strong defense is often credited as the foundation of championship teams.

The word ""tournament"" originally described medieval contests where knights competed on horseback for glory.",SOCCER,BASKETBALL,VOLLEYBALL,HOCKEY,TENNIS,CYCLING,MARATHON,WRESTLING,ARCHERY,GYMNASTICS,REFEREE,STADIUM,DEFENSE,TOURNAMENT
Ocean Life,"Dolphins sleep with only half of their brain at a time so they can keep breathing.

The blue whale is the largest animal ever known to have lived on Earth.

A shark's skeleton is made entirely of cartilage, not bone.

An octopus has three hearts and blue-tinted blood.

Jellyfish have no brain, heart, or bones, yet have existed for over 500 million years.

A starfish can regenerate an entire lost arm, and sometimes a whole new body from it.

Seahorses are the only animals where the male carries and gives birth to the babies.

A lobster's teeth are located inside its stomach.

Crabs can regrow a lost claw over the course of several molts.

Coral reefs are built by tiny animals called polyps, not plants or rocks.

Plankton produce more than half of the world's oxygen.

A stingray's barb is a modified, venomous version of a shark-like tooth or scale.

Some clams can live for centuries; one was found to be over 500 years old.

Anchovies swim in massive schools that can contain millions of fish.",DOLPHIN,WHALE,SHARK,OCTOPUS,JELLYFISH,STARFISH,SEAHORSE,LOBSTER,CRAB,CORAL,PLANKTON,STINGRAY,CLAM,ANCHOVY
Greek Mythology,"Mount Olympus was believed to be the home of the twelve major Greek gods.

The Oracle of Delphi was consulted by leaders across the ancient Greek world.

The Titans were an older generation of gods overthrown by Zeus and the Olympians.

The phoenix is a mythical bird said to be reborn from its own ashes.

The labyrinth was built to imprison the monstrous Minotaur in Greek legend.

A centaur is depicted as half-human and half-horse in Greek mythology.

Medusa's gaze was said to instantly turn anyone who looked at her to stone.

The word ""odyssey"" comes straight from Odysseus's ten-year journey home from Troy.

Poseidon's trident was said to have the power to summon storms and earthquakes.

Pegasus was a winged horse born from the blood of the slain Medusa.

The riddle-loving Sphinx guarded the entrance to the city of Thebes.

The chimera was a fire-breathing hybrid creature made of lion, goat, and snake parts.

Nectar was believed to be the drink of the Greek gods, alongside the food ambrosia.

The Minotaur was a monster with the body of a man and the head of a bull.",OLYMPUS,ORACLE,TITAN,PHOENIX,LABYRINTH,CENTAUR,MEDUSA,ODYSSEY,TRIDENT,PEGASUS,SPHINX,CHIMERA,NECTAR,MINOTAUR
Household Items,"Woven blankets are among the oldest known textile items made by humans.

Cushions were originally a symbol of wealth and status in ancient households.

Early mirrors were made from polished metal long before glass mirrors existed.

Candles have been used for both light and timekeeping for thousands of years.

A doormat's ridged design is meant to scrape dirt and debris off shoes.

Curtains were historically used to retain heat as much as for privacy or style.

The word ""cabinet"" originally referred to a small private room, not furniture.

Spiral staircases were often built in castles to give defenders an advantage.

Long hallways became common once homes moved away from single large rooms.

Chimneys let smoke escape while creating a draft that helps a fire burn.

Wallpaper became widely affordable and popular in the 1700s and 1800s.

The modern electric thermostat was invented in the 1880s.

Sliding drawer mechanisms have changed remarkably little over the centuries.

The laundry hamper became a common household item as indoor plumbing spread.",BLANKET,CUSHION,MIRROR,CANDLE,DOORMAT,CURTAIN,CABINET,STAIRCASE,HALLWAY,CHIMNEY,WALLPAPER,THERMOSTAT,DRAWER,HAMPER
Halloween,"Carving pumpkins became popular in America after Irish immigrants adapted an older turnip tradition.

The adult human skeleton is made up of 206 individual bones.

Wearing costumes on Halloween is thought to trace back to old disguise-the-spirits traditions.

Cauldrons were ordinary cooking pots long before becoming a witchcraft symbol.

The word ""goblin"" has roots in old European folklore describing mischievous spirits.

Jack-o'-lanterns get their name from an old Irish folk tale about a trickster named Jack.

The witch's iconic pointed hat has murky origins, possibly tied to old European fashion.

Spider silk can be stronger than steel, pound for pound.

Graveyards have long been associated with Halloween folklore about wandering spirits.

Vampire-like legends appear in some form across nearly every culture in history.

The word ""phantom"" comes from a Greek root meaning ""to show"" or ""appearance.""

The flying witch on a broomstick is an image popularized in medieval European art.

More candy is sold in the United States around Halloween than any other holiday.

Moonlight is simply reflected sunlight bouncing off the moon's surface.",PUMPKIN,SKELETON,COSTUME,CAULDRON,GOBLIN,LANTERN,WITCH,COBWEB,GRAVEYARD,VAMPIRE,PHANTOM,BROOMSTICK,CANDY,MOONLIGHT
Volcanoes,"Magma is called lava only once it reaches the Earth's surface.

Lava temperatures can exceed 2,000 degrees Fahrenheit depending on its composition.

A volcanic crater forms at the opening where material is expelled during an eruption.

Volcanic eruptions can range from slow lava flows to violent, explosive blasts.

Volcanic ash consists of tiny, jagged rock and glass particles rather than soft soot.

A caldera forms when a volcano's summit collapses after a massive eruption empties its magma chamber.

Gases escaping through volcanic vents can be monitored to help predict eruptions.

Magma originates from partially molten rock in Earth's upper mantle and crust.

Pumice is so full of trapped gas bubbles that some pieces can float on water.

Sulfur compounds released during eruptions often produce the distinctive rotten-egg smell near volcanic vents.

A ""dormant"" volcano hasn't erupted recently but isn't considered permanently inactive.

Small tremors are often used by scientists as an early warning sign of volcanic activity.

A fissure eruption releases lava through a long crack rather than a single central vent.

Obsidian, the volcanic glass, forms when lava cools too quickly for mineral crystals to form.",MAGMA,LAVA,CRATER,ERUPTION,ASH,CALDERA,VENT,MANTLE,PUMICE,SULFUR,DORMANT,TREMOR,FISSURE,OBSIDIAN
Gardening,"The hand trowel's basic design has remained largely unchanged for centuries.

Compost recycles food and yard waste into nutrient-rich soil for future planting.

Greenhouses trap heat and sunlight to let plants grow outside their normal season.

Fertilizer supplies key nutrients like nitrogen, phosphorus, and potassium to soil.

A seedling is a young plant grown from a seed before it's ready to transplant.

Most garden vegetables need about one inch of water per week to thrive.

Pruning encourages healthier growth by removing dead or overcrowded branches.

A blossom eventually gives way to the fruit a plant is trying to produce.

A trellis gives climbing plants like vines and beans a structure to grow upward on.

Mulch helps soil retain moisture and blocks weeds from taking over a garden bed.

Well-tended orchards can be productive for many generations within a single family.

A good harvest depends heavily on timing, soil health, and consistent weather.

Ancient irrigation systems date back thousands of years to early river civilizations.

Terrace farming lets crops grow on steep hillsides that would otherwise erode.",TROWEL,COMPOST,GREENHOUSE,FERTILIZER,SEEDLING,WATERING,PRUNING,BLOSSOM,TRELLIS,MULCH,ORCHARD,HARVEST,IRRIGATION,TERRACE
Movies and Cinema,"A film director oversees the creative vision and execution of a movie's production.

A screenplay provides the dialogue, structure, and scene descriptions used to make a film.

Actors portray characters, often preparing extensively to fully embody a role.

A movie premiere is the first official public showing of a film.

Sequels continue a story from an earlier, usually successful film.

Film soundtracks are often composed specifically to enhance a movie's emotional tone.

Animation can be created through hand-drawn art, stop-motion, or computer-generated techniques.

Movie studios handle financing, production, and distribution for major film releases.

A blockbuster typically refers to a film with especially high box office earnings.

Cinematography covers a film's visual style, including camera angles, lighting, and composition.

Subtitles allow audiences to follow dialogue in a language different from the film's original audio.

Movie trailers are edited specifically to generate interest without revealing a film's full plot.

A scene is a continuous sequence of action that takes place in a single setting.

End credits list the many people involved in a film's cast and production crew.",DIRECTOR,SCREENPLAY,ACTOR,PREMIERE,SEQUEL,SOUNDTRACK,ANIMATION,STUDIO,BLOCKBUSTER,CINEMATOGRAPHY,SUBTITLE,TRAILER,SCENE,CREDITS
Breakfast Foods,"Pancakes date back thousands of years, with early versions made by ancient Greeks and Romans.

The waffle's grid pattern comes from the hinged iron plates traditionally used to cook it.

The word ""omelet"" comes from an old French term referring to a thin blade or plate.

Oatmeal is made from oats that have been rolled, crushed, or steel-cut.

Bacon-curing methods date back thousands of years to ancient China.

The word ""sausage"" comes from the Latin ""salsus,"" meaning salted.

Granola was invented in the 1800s as a health food at a wellness sanitarium.

Yogurt is made by fermenting milk with live bacterial cultures.

Muffins can be quick-bread style or yeast-raised, like English muffins.

Breakfast cereal was popularized in the late 1800s as a health-conscious alternative to heavy meals.

Toasting bread creates new flavors through a chemical change called the Maillard reaction.

Real maple syrup requires roughly 40 gallons of tree sap to make just one gallon of syrup.

Scrambled eggs cook best over low, gentle heat rather than high heat.

The croissant's flaky layers come from folding butter into the dough dozens of times.",PANCAKE,WAFFLE,OMELET,OATMEAL,BACON,SAUSAGE,GRANOLA,YOGURT,MUFFIN,CEREAL,TOAST,SYRUP,SCRAMBLE,CROISSANT
Music and Instruments,"The modern guitar evolved from centuries-old stringed instruments across Europe and the Middle East.

A quality violin can take a skilled luthier hundreds of hours to build by hand.

The trumpet is one of the oldest instruments, with early versions over 3,000 years old.

The clarinet's rich tone comes from a single reed vibrating against its mouthpiece.

A standard drum set combines the roles of several separate percussionists into one player.

The piano was invented in Italy in the early 1700s to allow both loud and soft playing.

The saxophone, invented in the 1840s, is classified as a woodwind, not a brass instrument.

The harmonica produces sound from both blowing and drawing air across metal reeds.

The cello's deep, warm tone makes it one of the instruments closest to the human voice.

The flute is among the oldest known musical instruments, with examples over 40,000 years old.

A full symphony orchestra can include over 100 musicians playing together.

A melody is the sequence of notes that makes a piece of music recognizable.

Rhythm is the pattern of beats and silences that gives music its sense of time.

Harmony happens when two or more different notes are played together pleasingly.",GUITAR,VIOLIN,TRUMPET,CLARINET,DRUMSET,PIANO,SAXOPHONE,HARMONICA,CELLO,FLUTE,ORCHESTRA,MELODY,RHYTHM,HARMONY
Birds,"A bald eagle's nest can weigh over a thousand pounds.

Sparrows are found on every continent except Antarctica.

The robin's orange-red breast gave the color ""robin"" its name, not the other way around.

The peregrine falcon is the fastest animal on Earth, with a recorded dive over 240 mph.

Parrots are one of the few animals that can learn to mimic human speech.

Penguins are known to ""propose"" to their mates with a carefully chosen pebble.

An owl can rotate its head about 270 degrees without hurting itself.

Hawks can spot small prey from nearly a mile away.

A flamingo's pink color comes almost entirely from pigments in the shrimp and algae it eats.

A pelican's beak pouch can hold several gallons of water at once.

Woodpeckers have shock-absorbing skulls that protect their brains while drilling.

Hummingbirds are the only birds that can fly backward.

A group of swans is called a ""bank"" on land and a ""wedge"" in flight.

Crows can recognize individual human faces and remember them for years.",EAGLE,SPARROW,ROBIN,FALCON,PARROT,PENGUIN,OWL,HAWK,FLAMINGO,PELICAN,WOODPECKER,HUMMINGBIRD,SWAN,CROW
World Landmarks,"The pyramids of Giza were built as tombs for ancient Egyptian pharaohs over 4,000 years ago.

Rome's Colosseum could reportedly hold tens of thousands of spectators for public events.

The Acropolis of Athens sits atop a rocky hill overlooking the city and includes several ancient temples.

Stonehenge's massive stones were transported from sources many miles away using methods still debated by researchers.

The Parthenon was built in the 5th century BCE as a temple dedicated to the goddess Athena.

Gothic cathedrals introduced architectural innovations like flying buttresses to support taller, more open interiors.

A monument is typically built specifically to commemorate a person, group, or event.

Castles combined residential space with defensive fortifications for medieval nobility.

A fortress is designed primarily for military defense rather than everyday living.

Ancient temples were often built to align with specific astronomical events, such as solstices.

A plaza serves as an open public gathering space, common in city centers historically and today.

Roman aqueducts used gravity alone to carry water over long distances to cities.

Obelisks were originally an ancient Egyptian architectural form, later adopted by other cultures worldwide.

A citadel is a fortress that typically protects or overlooks a city, often built on high ground.",PYRAMID,COLOSSEUM,ACROPOLIS,STONEHENGE,PARTHENON,CATHEDRAL,MONUMENT,CASTLE,FORTRESS,TEMPLE,PLAZA,AQUEDUCT,OBELISK,CITADEL
Colors and Shapes,"Crimson is a deep red historically derived from crushed insect shells.

Turquoise gets its name from an old French term referring to Turkish trade routes.

Magenta was named after an 1859 battle fought in a town in northern Italy.

Lavender the color takes its name directly from the pale purple flower.

A triangle is the simplest possible polygon, with just three sides.

Honeycomb cells are hexagons because that shape tiles perfectly with no wasted space.

A stop sign's octagon shape was chosen so it's recognizable even from behind.

A cylinder has two flat circular ends connected by one curved surface.

A sphere encloses the most volume possible for a given surface area.

A rectangle is any four-sided shape where every interior angle is exactly 90 degrees.

A diamond shape has four equal sides set at an angle, forming what's technically a rhombus.

A crescent shape appears whenever one curved shape partially overlaps a circular one.

The Pentagon building in Virginia is named for its distinctive five-sided shape.

A spectrum shows how visible light separates into a continuous range of colors.",CRIMSON,TURQUOISE,MAGENTA,LAVENDER,TRIANGLE,HEXAGON,OCTAGON,CYLINDER,SPHERE,RECTANGLE,DIAMOND,CRESCENT,PENTAGON,SPECTRUM
Thanksgiving,"Wild turkeys can run up to 25 mph and fly in short bursts despite their size.

The first Thanksgiving harvest celebration is often dated to 1621 in Plymouth.

Stuffing recipes vary widely, with regional versions found across the country.

Cranberries float in water because of tiny air pockets inside each berry.

Pumpkin pie became a Thanksgiving staple across New England by the 1800s.

Practicing gratitude has been shown by researchers to improve overall well-being.

A feast historically marked the successful end of a season's harvest.

Large family gatherings around Thanksgiving are a relatively modern tradition.

The green bean casserole was invented in 1955 as a recipe for a soup company.

Autumn is also called ""fall,"" a name referring to leaves falling from trees.

A cobbler dessert traditionally uses whatever fruit is freshest and in season.

Colonial-era orchards often supplied the fruit used in early Thanksgiving desserts.

The Pilgrims who sailed on the Mayflower arrived in New England in 1620.

The cornucopia, or ""horn of plenty,"" is an ancient symbol of abundance.",TURKEY,HARVEST,STUFFING,CRANBERRY,PUMPKIN,GRATITUDE,FEAST,GATHERING,CASSEROLE,AUTUMN,COBBLER,ORCHARD,PILGRIM,CORNUCOPIA
Human Body,"The adult human skeleton contains 206 bones, though babies are born with more that fuse over time.

Muscles can only pull, not push, which is why they work in opposing pairs.

The human heart beats roughly 100,000 times a day without a person consciously thinking about it.

The lungs contain hundreds of millions of tiny air sacs called alveoli.

The human brain contains roughly 86 billion neurons.

Neurons communicate using both electrical impulses and chemical signals called neurotransmitters.

Arteries carry blood away from the heart, while veins carry it back.

Tendons connect muscle to bone, allowing muscle contractions to move the skeleton.

Ligaments connect bone to bone, helping stabilize joints throughout the body.

The kidneys filter waste from the blood and help regulate the body's fluid balance.

The liver can regenerate a significant portion of its own tissue after injury.

The stomach's lining is coated in mucus that helps protect it from its own digestive acid.

The retina converts light into electrical signals that the brain interprets as images.

Cartilage cushions joints and lacks the direct blood supply that most other tissues have.",SKELETON,MUSCLE,HEART,LUNGS,BRAIN,NEURON,ARTERY,TENDON,LIGAMENT,KIDNEY,LIVER,STOMACH,RETINA,CARTILAGE
Exercise and Fitness,"Treadmills allow indoor walking or running while controlling speed and incline.

Dumbbells are a versatile strength-training tool that can be used for a wide range of exercises.

Cardio exercise raises the heart rate and improves cardiovascular endurance over time.

Stretching before or after exercise can help improve flexibility and range of motion.

Endurance training gradually improves the body's ability to sustain physical effort over longer periods.

A structured workout plan often balances strength, cardio, and recovery over the course of a week.

Regular exercise causes muscle fibers to adapt and gradually grow stronger over time.

Personal trainers help design and guide exercise routines tailored to individual goals.

Marathon training typically builds up running distance gradually over several months.

Flexibility training helps joints move through their full natural range of motion.

Repetitions, or ""reps,"" measure how many times an exercise movement is performed in a set.

Stamina reflects the body's ability to sustain prolonged physical or mental effort.

A proper warmup gradually raises heart rate and loosens muscles before more intense exercise.

Cooling down after exercise helps the heart rate and body gradually return to a resting state.",TREADMILL,DUMBBELL,CARDIO,STRETCH,ENDURANCE,WORKOUT,MUSCLE,TRAINER,MARATHON,FLEXIBILITY,REPETITION,STAMINA,WARMUP,COOLDOWN
Magic and Illusion,"An illusionist creates the appearance of impossible events through carefully practiced technique.

Sleight of hand relies on precise, practiced finger and hand movements to go unnoticed by an audience.

Misdirection works by guiding an audience's attention away from the method behind a trick.

A ""vanish"" is a classic type of magic trick where an object appears to disappear.

Magic tricks generally combine physical skill, psychology, and careful preparation.

Magic wands have long been used as a classic prop associated with stage magicians.

A deck of cards is one of the most common tools used in close-up magic tricks.

Escape acts require careful preparation, and often extensive practice, to perform safely.

Levitation illusions are created through some combination of hidden supports, mirrors, or clever staging.

The term ""magician"" applies both to modern performers and, historically, to some legendary or mythical figures.

Audience perspective and attention are central factors that professional magicians carefully manage during a trick.

A polished stage performance often takes months of rehearsal to perfect.

Part of magic's lasting appeal comes from the mystery of not knowing exactly how a trick works.

A skilled magician carefully controls when and how much of a trick's mechanism is ever revealed.",ILLUSIONIST,SLEIGHT,MISDIRECTION,VANISH,TRICK,WAND,DECK,ESCAPE,LEVITATION,MAGICIAN,AUDIENCE,PERFORMANCE,MYSTERY,REVEAL
Kitchen and Cooking,"A well-seasoned cast iron skillet can last for generations with proper care.

The spatula's flat, flexible design makes it ideal for flipping delicate foods.

The first electric blender was invented in the 1920s.

A colander's holes are sized to drain liquid while keeping food safely inside.

Whisking incorporates air into a mixture, which is essential for fluffy meringues.

The word ""kettle"" comes from an old term for a cooking pot or cauldron.

Aprons were originally a practical garment for tradespeople, not just cooks.

A sharp cutting knife is actually safer than a dull one because it needs less force.

Simmering keeps liquid just below a boil, ideal for gently cooking delicate foods.

Marinating meat helps tenderize it while adding flavor from acids and spices.

Seasoning food well is considered one of the most important cooking skills.

The word ""casserole"" originally referred to the cooking dish, not the meal itself.

A well-stocked pantry traditionally keeps dry goods away from light and moisture.

The oldest known written recipes date back nearly 4,000 years to ancient Mesopotamia.",SKILLET,SPATULA,BLENDER,COLANDER,WHISK,KETTLE,APRON,CUTTING,SIMMER,MARINATE,SEASONING,CASSEROLE,PANTRY,RECIPE
