Title,Trivia,Words
Congaree National Park,"Congaree protects one of the largest intact old-growth bottomland hardwood forests remaining in the country.

The park's floodplain forest floods regularly, which helps enrich its soil and support tall trees.

Congaree's dense forest canopy includes some of the tallest trees in the eastern United States.

Towering cypress trees rise from Congaree's dark, slow-moving waters.

A raised boardwalk trail lets visitors explore Congaree's swampy forest without getting wet.

Congaree is one of the few places in the US known for synchronous firefly displays.

Barred owls are commonly heard calling through Congaree's quiet, dense forest at dusk.

Congaree's wetlands provide critical habitat for a wide range of amphibians and birds.

Canoeing along Congaree's waterways offers a close-up view of its flooded forest ecosystem.

Congaree contains several champion trees, meaning they're the largest known of their species.

Congaree's rich mix of hardwood species has earned it recognition as an International Biosphere Reserve.

High biodiversity in Congaree supports everything from river otters to countless insect species.

Much of Congaree remains a true swamp forest, shaped by seasonal river flooding.

Congaree is home to several champion trees recognized as the largest of their kind nationally.",FLOODPLAIN,OLDGROWTH,CANOPY,CYPRESS,BOARDWALK,SYNCHRONOUS,FIREFLY,OWL,WETLAND,CANOEING,HARDWOOD,BIODIVERSITY,SWAMP,CHAMPION
Crater Lake National Park,"Crater Lake formed within the caldera of a collapsed ancient volcano.

Crater Lake is the deepest lake in the United States.

Crater Lake's basin formed from a massive volcanic eruption thousands of years ago.

Wizard Island, a small volcanic cone, rises from the surface of Crater Lake.

Crater Lake is famous for having some of the clearest, purest water of any lake in the world.

Mount Mazama, the volcano that once stood here, collapsed to form Crater Lake's basin.

Rim Drive circles the edge of Crater Lake, offering sweeping views of the water below.

A massive eruption roughly 7,700 years ago led to the formation of Crater Lake.

The collapse of Mount Mazama's summit created the deep basin that filled to form the lake.

Crater Lake receives some of the heaviest average snowfall of any place in the United States.

Crater Lake's striking blue color comes from its exceptional water clarity and depth.

The purity of Crater Lake's water comes largely from rain and snow rather than river input.

Scenic overlooks along the rim offer some of the best views of Crater Lake's deep blue water.

Crater Lake fills the caldera of what was once an ancient, towering volcano.",CALDERA,DEEPESTLAKE,VOLCANIC,WIZARDISLAND,CLARITY,MOUNTMAZAMA,RIM,ERUPTION,COLLAPSE,SNOWFALL,BLUEWATER,PURITY,OVERLOOK,ANCIENT
Cuyahoga Valley National Park,"The Ohio and Erie Canal Towpath Trail follows a historic canal route through Cuyahoga Valley.

The Ohio and Erie Canal once carried goods and passengers through the Cuyahoga Valley region.

Brandywine Falls is one of the most visited waterfalls within Cuyahoga Valley National Park.

A scenic excursion railroad still runs through parts of Cuyahoga Valley National Park.

Beavers have returned to the Cuyahoga Valley after being absent from the area for decades.

Cuyahoga Valley preserves a mix of rural landscapes between two major Ohio cities.

The Cuyahoga River, once notorious for pollution, runs through the heart of the park.

Environmental restoration efforts have significantly improved water quality in the Cuyahoga River.

Historic farmland within the park is still actively cultivated under a countryside conservancy program.

An extensive trail network connects Cuyahoga Valley's forests, farmland, and waterways.

Historic buildings throughout the valley reflect its history as a transportation corridor.

Cuyahoga Valley is known for scenic overlooks despite sitting between two major metro areas.

Wetlands throughout the park support a wide variety of birds and amphibians.

The Cuyahoga River carved a gorge through the valley over thousands of years.",TOWPATH,CANAL,WATERFALL,RAILROAD,BEAVER,RURAL,RIVER,RESTORATION,FARMLAND,TRAIL,HISTORIC,SCENIC,WETLAND,GORGE
Death Valley National Park,"Badwater Basin in Death Valley is the lowest point in North America.

Vast salt flats cover portions of Death Valley's dry lake beds.

Death Valley holds the record for the highest air temperature ever reliably recorded on Earth.

Badwater Basin sits at 282 feet below sea level.

Wind-sculpted sand dunes rise from Death Valley's desert floor.

Mesquite trees survive in Death Valley by tapping deep underground water sources.

Historic ghost towns scattered around Death Valley recall its mining-era past.

Borax mining once drove much of the early economic activity in Death Valley.

Rugged mountain ranges surround Death Valley on nearly every side.

Much of Death Valley's floor consists of a dry, ancient lake bed.

Extreme heat can create mirage effects across Death Valley's open desert flats.

Rare wildflower ""super blooms"" occasionally transform Death Valley's desert floor after heavy rain.

Death Valley features dramatic elevation changes, from below sea level to towering peaks.

Surviving Death Valley's extreme conditions requires careful planning and physical endurance.",LOWESTPOINT,SALTFLAT,EXTREMEHEAT,BADWATER,SANDDUNE,MESQUITE,GHOSTTOWN,BORAX,MOUNTAIN,DRYLAKE,MIRAGE,WILDFLOWER,ELEVATION,ENDURANCE
Denali National Park,"Denali is the tallest mountain peak in North America.

Grizzly bears roam widely across Denali National Park's vast wilderness.

Arctic tundra covers much of Denali's lower elevations.

Denali protects one of the largest stretches of undeveloped wilderness in the country.

Large caribou herds migrate across Denali's open tundra each year.

Wolves are among the many predators that roam Denali's remote backcountry.

Massive glaciers flow down from Denali's high mountain slopes.

Sled dogs have traditionally been used for winter travel and patrol within Denali.

Denali remains one of the most remote and least developed national parks in the country.

Denali's subarctic climate creates short summers and long, harsh winters.

Moose are commonly spotted in Denali's wetland and forested areas.

Denali's summit rises over 20,000 feet above sea level.

Denali protects a vast, largely roadless wilderness spanning millions of acres.

Just one road provides limited access into Denali's otherwise vast wilderness.",DENALI,TALLESTPEAK,GRIZZLYBEAR,TUNDRA,WILDERNESS,CARIBOU,WOLF,GLACIER,SLEDDOG,REMOTE,SUBARCTIC,MOOSE,SUMMIT,VAST
Dry Tortugas National Park,"Fort Jefferson, a massive 19th-century brick fortress, dominates Dry Tortugas National Park.

Dry Tortugas is one of the most remote national parks, accessible only by boat or seaplane.

Vibrant coral reefs surround the small islands of Dry Tortugas National Park.

Dry Tortugas serves as an important nesting site for several species of seabirds.

Snorkeling around Fort Jefferson reveals coral, fish, and even parts of historic wrecks.

Numerous historic shipwrecks lie in the waters surrounding the Dry Tortugas.

A wide moat surrounds Fort Jefferson, once intended to protect it from attack.

The park is made up of a small cluster of remote islands in the Gulf of Mexico.

A daily ferry service carries most visitors from Key West out to Dry Tortugas.

A seaplane offers an alternative, faster way to reach the remote Dry Tortugas islands.

Sea turtles nest on the beaches of the Dry Tortugas each year.

The islands were named the Tortugas after the many tortoises early explorers found there.

Fort Jefferson was built almost entirely from brick, an enormous undertaking for its remote location.

The isolation of Dry Tortugas has helped preserve both its history and its natural environment.",FORTJEFFERSON,REMOTE,CORALREEF,SEABIRD,SNORKELING,SHIPWRECK,MOAT,ISLAND,FERRY,SEAPLANE,TURTLE,TORTOISE,BRICK,ISOLATED
Everglades National Park,"The Everglades form one of the largest wetland ecosystems in the United States.

Extensive mangrove forests along the Everglades coastline buffer the land from storm surge.

American alligators are a defining and abundant species throughout the Everglades.

Vast expanses of sawgrass give parts of the Everglades their nickname, the ""river of grass.""

Airboats are commonly used to navigate the Everglades' shallow, grassy waterways.

The Everglades support a rare and complex mix of freshwater and marine ecosystems side by side.

Manatees can often be spotted in the Everglades' warmer coastal waterways.

Hardwood hammocks form small, elevated forest islands within the Everglades' wetlands.

Sloughs, or slow-moving channels of water, help define the flow of the Everglades ecosystem.

The Everglades support extraordinary birdlife, including herons, egrets, and roseate spoonbills.

Major restoration efforts aim to reverse decades of water diversion affecting the Everglades.

The Everglades' subtropical climate supports species found nowhere else in the continental US.

The endangered Florida panther depends on the Everglades' large, connected wild habitat.

Much of the Everglades consists of remarkably shallow water spread across a vast, flat landscape.",WETLAND,MANGROVE,ALLIGATOR,SAWGRASS,AIRBOAT,ECOSYSTEM,MANATEE,HAMMOCK,SLOUGH,BIRDLIFE,RESTORATION,SUBTROPICAL,PANTHER,SHALLOW
Gates of the Arctic National Park,"Gates of the Arctic National Park lies almost entirely north of the Arctic Circle.

Gates of the Arctic has no roads or trails within its vast boundaries.

The park protects one of the largest stretches of true wilderness left in the United States.

Arctic tundra covers much of Gates of the Arctic's rugged, treeless terrain.

Massive caribou herds migrate through Gates of the Arctic each year.

The Brooks Range, one of the northernmost mountain ranges on Earth, runs through the park.

Gates of the Arctic is one of the least visited national parks due to its extreme remoteness.

Some local communities continue subsistence hunting and fishing traditions within the region.

Wolves roam freely across Gates of the Arctic's vast, undeveloped wilderness.

Grizzly bears inhabit the remote valleys and tundra of Gates of the Arctic.

The midnight sun keeps the park bathed in daylight for much of the summer.

Gates of the Arctic remains one of the most isolated national parks in the entire system.

The park's pristine wilderness has remained largely untouched by development.

Exploring Gates of the Arctic's backcountry requires serious wilderness skills and preparation.",ARCTICCIRCLE,ROADLESS,WILDERNESS,TUNDRA,CARIBOU,BROOKSRANGE,REMOTE,SUBSISTENCE,WOLF,GRIZZLYBEAR,MIDNIGHTSUN,ISOLATED,PRISTINE,BACKCOUNTRY
Gateway Arch National Park,"The Gateway Arch is a stainless-steel monument standing over 600 feet tall in St. Louis.

The Arch's stainless steel exterior helps it resist corrosion despite decades of weather exposure.

The park commemorates westward expansion and St. Louis's role as a historic gateway.

A unique tram system carries visitors up through the Arch's curved legs to the top.

The Arch stands along the St. Louis riverfront, overlooking the Mississippi River.

A museum beneath the Arch explores the history of westward expansion in the United States.

The park's design and history connect closely to Thomas Jefferson's vision for the American West.

Gateway Arch is both a national park and a national memorial in a single unified site.

The Arch has become a defining feature of the St. Louis skyline.

The Arch's design relied on innovative structural engineering for its era.

The Mississippi River flows just past the base of the Gateway Arch.

The Arch's graceful curve follows a mathematical shape known as a catenary.

An observation area at the top of the Arch offers sweeping views of the surrounding region.

Gateway Arch National Park is the smallest national park by total land area.",ARCH,STAINLESS,EXPANSION,TRAM,RIVERFRONT,MUSEUM,JEFFERSON,MONUMENT,SKYLINE,ENGINEERING,MISSISSIPPI,CATENARY,OBSERVATION,SMALLEST
Glacier Bay National Park,"Glacier Bay is home to several active tidewater glaciers that calve directly into the sea.

Humpback whales feed in the nutrient-rich waters of Glacier Bay each summer.

Deep fjords carved by glaciers define much of Glacier Bay's dramatic coastline.

Massive icebergs regularly break off Glacier Bay's tidewater glaciers.

Glacier Bay's glaciers have been retreating rapidly over the past two centuries.

Sea otters are commonly seen floating in Glacier Bay's calm coastal waters.

Kayaking offers a quiet, close-up way to explore Glacier Bay's glaciers and wildlife.

Much of Glacier Bay National Park remains protected as pristine wilderness.

Glacial ice throughout the bay creates a constantly shifting, dramatic landscape.

Towering, glacier-capped mountains rise above Glacier Bay's coastline.

Temperate rainforest covers portions of Glacier Bay's lower elevations.

Glacier Bay supports abundant wildlife, from whales to bears to seabirds.

Cruise ships bring many visitors to view Glacier Bay's glaciers from the water.

Glacier Bay's pristine wilderness has been closely studied to track glacial retreat over time.",TIDEWATER,HUMPBACKWHALE,FJORD,ICEBERG,RETREATING,SEAOTTER,KAYAKING,WILDERNESS,GLACIALICE,MOUNTAIN,RAINFOREST,WILDLIFE,CRUISE,PRISTINE
Glacier National Park,"Glacier National Park is named for the glaciers that carved its dramatic mountain terrain.

Going-to-the-Sun Road is one of the most scenic mountain drives in the National Park System.

Grizzly bears inhabit large portions of Glacier National Park's rugged backcountry.

Mountain goats are commonly seen navigating Glacier's steep, rocky cliffs.

Alpine meadows bloom throughout Glacier National Park each summer.

Glacier's namesake ice fields have been melting and shrinking significantly in recent decades.

Vivid wildflower blooms color Glacier's alpine meadows during the short summer season.

The Continental Divide runs directly through Glacier National Park.

Numerous glacially carved lakes are scattered throughout the park.

Glacier's rugged, jagged peaks were shaped by centuries of glacial erosion.

Extensive hiking trails wind through Glacier National Park's mountainous terrain.

Large sections of Glacier remain protected as pristine wilderness.

High alpine meadows support a short but vibrant growing season each year.

Glacier's remaining glaciers are receding rapidly due to a warming climate.",GLACIER,GOINGTOTHESUN,GRIZZLYBEAR,MOUNTAINGOAT,ALPINE,MELTING,WILDFLOWER,DIVIDE,LAKE,RUGGED,HIKING,WILDERNESS,MEADOW,RECEDING
Grand Canyon National Park,"The Grand Canyon stretches over 275 miles long and up to a mile deep.

The Colorado River carved the Grand Canyon over millions of years.

The canyon's South Rim is the most visited section of Grand Canyon National Park.

Exposed rock layers in the Grand Canyon reveal nearly two billion years of geologic history.

Wind and water have eroded the canyon's walls into dramatic cliffs and formations.

Mule rides remain a popular, traditional way to descend into the Grand Canyon.

California condors, among the rarest birds in North America, have been reintroduced near the Grand Canyon.

The Grand Canyon is considered one of the finest examples of erosional geology on Earth.

The sheer vastness of the Grand Canyon is difficult to fully grasp from any single viewpoint.

Popular overlooks along both rims offer sweeping views into the canyon's depths.

Hiking into the Grand Canyon requires careful planning due to steep trails and temperature swings.

Elevation changes of thousands of feet occur between the canyon's rim and its floor.

Ancient rock at the bottom of the Grand Canyon is among the oldest exposed rock on the continent.

The Grand Canyon is widely regarded as one of the natural wonders of the world.",CANYON,COLORADORIVER,RIM,LAYER,ERODED,MULE,CONDOR,GEOLOGY,VASTNESS,OVERLOOK,HIKING,ELEVATION,ANCIENT,WONDER
Grand Teton National Park,"The Teton Range rises abruptly from the valley floor without smaller foothills in front of it.

Jackson Hole is the valley that sits at the base of the Teton Range.

The Tetons' sharp, jagged peaks are relatively young in geologic terms.

The Snake River winds through the valley beneath the Teton Range.

Small glaciers persist high on several of the Teton peaks.

Moose are commonly spotted along the willow-lined waterways of Grand Teton National Park.

Alpine terrain near the highest peaks supports specially adapted plants and wildlife.

The Tetons attract experienced mountaineers seeking technical climbing routes.

Wildflower meadows bloom across Grand Teton's valley floor each summer.

Grand Teton's rugged, dramatic skyline is one of the most recognizable in the National Park System.

Elk migrate through Grand Teton National Park between seasonal ranges.

Sunrise light often turns the Teton peaks a striking shade of pink or gold.

Historic ranches within Grand Teton reflect the valley's early homesteading history.

Grand Teton, the range's tallest peak, rises over 13,000 feet above the valley floor.",TETONRANGE,JACKSONHOLE,JAGGED,SNAKERIVER,GLACIER,MOOSE,ALPINE,CLIMBING,WILDFLOWER,RUGGED,ELK,SUNRISE,RANCH,PEAK
Great Basin National Park,"Great Basin protects some of the oldest known living trees, ancient bristlecone pines.

Wheeler Peak is the park's tallest mountain, rising over 13,000 feet.

Lehman Caves offers guided tours through an elaborate underground limestone cave system.

Great Basin's remote location and clear air make it a designated dark sky park.

Some bristlecone pines in the park are estimated to be over 4,000 years old.

Alpine terrain near Wheeler Peak supports plants adapted to harsh, high-elevation conditions.

A small glacier persists on the slopes of Wheeler Peak despite the surrounding desert climate.

Sagebrush covers much of the lower elevations of Great Basin National Park.

Great Basin remains one of the least visited national parks in the continental United States.

Dramatic elevation changes create several distinct ecosystems within a single park.

Great Basin's exceptionally dark night skies attract dedicated stargazers.

Forests transition from desert scrub to alpine trees as elevation increases within the park.

Limestone formations underlie much of the cave system found within Great Basin.

The park's remote desert setting has helped preserve its unusually pristine night skies.",BRISTLECONE,WHEELERPEAK,LEHMANCAVES,DARKSKY,ANCIENT,ALPINE,GLACIER,SAGEBRUSH,ISOLATED,ELEVATION,STARGAZING,FOREST,LIMESTONE,REMOTE
