Title,Trivia,Words
Basset Hound,"Basset Hounds are scent hounds, ranked among the best trackers by smell in the dog world.

Short legs keep a Basset Hound's nose close to the ground while trailing scent.

Long, low-hanging ears help stir up and trap scent particles near the Basset's nose.

The breed was developed in France, where ""bas"" means low, referring to its short stature.

Loose, droopy skin is a distinctive feature of the Basset Hound's appearance.

A Basset Hound's exceptionally keen nose ranks among the best of any dog breed.

The Basset Hound's low-slung body helps it move through dense underbrush while tracking.

Basset Hounds are generally known for a calm, mellow temperament.

Despite their easygoing nature, Bassets can be notably stubborn during training.

Basset Hounds have surprisingly heavy, dense bones relative to their short stature.

The breed was originally developed for tracking small game like rabbits.

Basset Hounds are known for their distinctive, deep, resonant bark.

The breed is generally gentle, making it a popular choice for families.

Basset Hounds are known for their patient, unhurried approach to life.",SCENTHOUND,SHORTLEGS,LONGEARS,FRANCE,DROOPYSKIN,KEENNOSE,LOWSLUNG,MELLOW,STUBBORN,HEAVYBONE,TRACKING,DEEPBARK,GENTLE,PATIENT
Beagle,"Beagles were bred primarily as scent hounds to track rabbits and other small game.

A classic tricolor coat of black, white, and tan is common in the breed.

Beagles are known for their famously merry, upbeat temperament.

The Beagle has a compact, sturdy build suited to trailing game.

Beagles were historically used to hunt rabbits across the English countryside.

A Beagle's exceptional sense of smell makes it one of the top scent-tracking breeds.

Beagles were traditionally kept and hunted in packs.

The breed has a long history in England, where it was developed for hunting.

Long, floppy ears help trap scent near a Beagle's nose while tracking.

Beagles are famously curious, often following their nose wherever it leads.

The breed is known for being quite vocal, with a distinctive bay or howl.

Beagles are considered a small-to-medium breed, easy to manage in many households.

Beagles are energetic dogs that enjoy regular walks and outdoor activity.

The Beagle remains one of the most popular hound breeds in the country.",SCENTHOUND,TRICOLOR,MERRY,COMPACT,RABBIT,KEENNOSE,PACKDOG,ENGLAND,FLOPPYEARS,CURIOUS,VOCAL,SMALLBREED,ENERGETIC,POPULAR
Bearded Collie,"The Bearded Collie originated in Scotland, developed for herding sheep and cattle.

The breed was historically valued for its herding skill across rugged Scottish terrain.

A shaggy, weatherproof double coat is characteristic of the Bearded Collie.

The breed is known for a bouncy, energetic gait, especially when excited.

Bearded Collies are generally known for a notably friendly temperament.

The breed is highly energetic and benefits from regular exercise.

Bearded Collies are considered intelligent, capable working dogs.

The breed is generally outgoing, enjoying company from people and other dogs.

Bearded Collies retain a playful personality well into adulthood.

The breed can be fairly vocal, often barking while herding or playing.

A Bearded Collie's thick coat requires extensive, regular grooming.

The breed adapts reasonably well to a variety of active households.

Bearded Collies are generally quite sociable with people and other animals.

Despite their shaggy appearance, Bearded Collies have a sturdy, athletic build.",SCOTLAND,HERDING,SHAGGY,BOUNCY,FRIENDLY,ENERGETIC,INTELLIGENT,OUTGOING,PLAYFUL,VOCAL,GROOMING,ADAPTABLE,SOCIABLE,STURDY
Bedlington Terrier,"The Bedlington Terrier originated in England, named after a mining town.

The breed's curly, wooly coat gives it a distinctive lamb-like appearance.

A soft, curly coat sets the Bedlington Terrier apart from most other terriers.

The breed was historically kept by mining families to catch vermin.

Despite their gentle look, Bedlington Terriers can be surprisingly swift runners.

The breed is generally known for a gentle temperament at home.

Bedlington Terriers form loyal bonds with their families.

The breed is energetic and enjoys regular exercise and play.

The Bedlington Terrier's distinctive silhouette sets it apart from other terrier breeds.

The breed is often considered relatively hypoallergenic due to its unique coat.

Bedlington Terriers are notably agile, especially when chasing small game.

The breed remains tenacious when focused on hunting vermin.

Bedlington Terriers are known for being deeply affectionate companions.

The breed's curly coat requires regular grooming to maintain its shape.",ENGLAND,LAMBLIKE,CURLYCOAT,MINING,SWIFT,GENTLE,LOYAL,ENERGETIC,DISTINCTIVE,HYPOALLERGENIC,AGILE,TENACIOUS,AFFECTIONATE,GROOMING
Belgian Malinois,"The Belgian Malinois originated in Belgium, developed for herding sheep.

The breed has become a favored working dog for police and military roles.

Belgian Malinois are used extensively in military and law enforcement working roles worldwide.

The breed is considered highly intelligent, excelling in complex training tasks.

Belgian Malinois are highly energetic and need substantial daily physical work.

An athletic, muscular build supports the breed's demanding working roles.

The breed is famously trainable, thriving on structured tasks and challenges.

Belgian Malinois form deeply loyal bonds with their handlers.

The breed's protective instincts make it a valued personal and property guardian.

Belgian Malinois are naturally alert, always scanning for changes nearby.

The breed is known for a confident, self-assured temperament.

Belgian Malinois are known for an intense drive to work and complete tasks.

The breed's versatility spans herding, protection, detection, and military work.

Belgian Malinois have historically been valued for their courageous temperament.",BELGIUM,HERDING,WORKINGDOG,INTELLIGENT,ENERGETIC,ATHLETIC,TRAINABLE,LOYAL,PROTECTIVE,ALERT,CONFIDENT,DRIVEN,VERSATILE,COURAGEOUS
Belgian Tervuren,"The Belgian Tervuren originated in Belgium, developed for herding sheep.

A long, elegant coat distinguishes the Tervuren from its shorter-coated Malinois relative.

The breed is considered highly intelligent, excelling in demanding herding and obedience work.

Belgian Tervurens are highly energetic and require substantial regular exercise.

The breed forms deeply loyal bonds with its family or handler.

Belgian Tervurens are naturally alert, quick to notice changes in their surroundings.

The breed is generally quite trainable, thriving on structured tasks.

An athletic build supports the breed's demanding working history.

Belgian Tervurens are naturally protective of their families.

The breed is known for being deeply devoted to its handler.

Belgian Tervurens share the same versatility as other Belgian herding breeds.

The breed is known for a confident, self-assured temperament.

Belgian Tervurens carry themselves with an elegant, graceful bearing.

The breed remains capable in herding, obedience, and protection work alike.",BELGIUM,HERDING,LONGCOAT,INTELLIGENT,ENERGETIC,LOYAL,ALERT,TRAINABLE,ATHLETIC,PROTECTIVE,DEVOTED,VERSATILE,CONFIDENT,ELEGANT
Bernese Mountain Dog,"The Bernese Mountain Dog originated in the mountainous regions of Switzerland.

A distinctive black, white, and rust tricolor coat is standard for the breed.

Bernese Mountain Dogs were historically used as draft dogs to pull small carts.

The breed also worked as a general farm dog in the Swiss Alps.

A thick, long coat helped the breed withstand cold mountain winters.

Bernese Mountain Dogs are known for a notably gentle temperament.

The breed forms deeply loyal bonds with its family.

Bernese Mountain Dogs are generally known for great patience, especially with children.

The breed is classified as a large dog, with a substantial, sturdy frame.

Bernese Mountain Dogs are typically very affectionate companions.

Despite their size, Bernese Mountain Dogs are often calm and easygoing indoors.

The breed developed to suit the demanding, mountainous terrain of the Swiss Alps.

A sturdy, well-muscled build reflects the breed's history of farm work.

The Bernese Mountain Dog is a popular choice as a gentle family dog.",SWITZERLAND,TRICOLOR,DRAFTDOG,FARMDOG,THICKCOAT,GENTLE,LOYAL,PATIENT,LARGEBREED,AFFECTIONATE,CALM,MOUNTAINOUS,STURDY,FAMILYDOG
Bichon Frise,"The Bichon Frise has a long history in France, once favored by French nobility.

A soft, curly coat is one of the Bichon Frise's most recognizable features.

A pure white coat is standard for the breed.

Bichon Frises are known for a cheerful, upbeat disposition.

The breed was developed primarily as a companion dog.

Bichon Frises are often considered relatively hypoallergenic due to minimal shedding.

The breed retains a playful personality throughout its life.

Bichon Frises are known for being deeply affectionate with their families.

The breed is generally very friendly, including toward strangers.

The Bichon Frise's coat requires regular, dedicated grooming.

Bichon Frises are known for a lively, spirited personality.

The breed is generally sociable with people and other pets.

A fluffy, rounded coat gives the Bichon Frise its distinctive powder-puff look.

The breed adapts well to a variety of living situations.",FRANCE,CURLYCOAT,WHITECOAT,CHEERFUL,COMPANION,HYPOALLERGENIC,PLAYFUL,AFFECTIONATE,FRIENDLY,GROOMING,LIVELY,SOCIABLE,FLUFFY,ADAPTABLE
Bloodhound,"Bloodhounds are considered the gold standard among scent hound breeds.

A Bloodhound's tracking ability is so precise that its findings have been used as court evidence.

Loose, hanging skin helps trap scent particles close to a Bloodhound's nose and face.

A Bloodhound's especially long ears help sweep scent up toward its nose while trailing.

The breed's early development is closely associated with medieval Belgium and France.

The Bloodhound's nose is considered one of the most sensitive in the entire dog world.

Bloodhounds are known for their tendency to drool, especially around the loose jowls.

Despite their serious work, Bloodhounds are generally known for a gentle temperament.

The Bloodhound is considered a large breed, with a powerful, sturdy frame.

Bloodhounds are famously determined, capable of following a trail for miles.

Bloodhounds have long been used by law enforcement to help track missing persons in a manhunt.

Deep facial wrinkles are a distinctive feature of the Bloodhound's appearance.

Despite their intense focus while tracking, Bloodhounds are known for great patience at home.

Bloodhounds are typically loyal, affectionate companions outside of their working role.",SCENTHOUND,TRACKING,LOOSESKIN,LONGEARS,BELGIUM,KEENNOSE,DROOL,GENTLE,LARGEBREED,DETERMINED,MANHUNT,WRINKLES,PATIENT,LOYAL
Border Collie,"The Border Collie originated along the border region between England and Scotland.

The breed was developed specifically to herd sheep with great precision.

Border Collies are widely considered the most intelligent dog breed.

The breed is highly energetic and requires substantial daily physical and mental exercise.

Border Collies use an intense, fixed stare, sometimes called ""the eye,"" to control sheep.

An athletic build supports the breed's demanding herding work.

The breed is famously trainable, often excelling in obedience and agility competitions.

Border Collies remain widely used as working dogs on sheep farms today.

The breed is remarkably agile, able to change direction instantly while herding.

Border Collies have notable stamina, able to work long hours in the field.

The breed is known for intense focus while working a herd of sheep.

Border Collies form deeply loyal bonds with their handlers.

The breed's versatility extends well beyond herding into many dog sports.

Border Collies are naturally alert, constantly scanning their environment.",SCOTLAND,HERDING,INTELLIGENT,ENERGETIC,INTENSE,ATHLETIC,TRAINABLE,WORKINGDOG,AGILE,STAMINA,FOCUSED,LOYAL,VERSATILE,ALERT
Border Terrier,"The Border Terrier originated along the England-Scotland border region.

The breed's distinctive head shape has been compared to that of an otter.

A wiry, weatherproof coat helped protect the Border Terrier from harsh outdoor conditions.

Border Terriers were historically bred to bolt foxes from their dens during hunts.

The breed is energetic and enjoys plenty of outdoor activity.

Border Terriers are known for being unusually affectionate for a working terrier.

A compact build allowed the breed to follow fox hunts on foot and underground.

The breed is generally considered easy to train.

Border Terriers are known for being a hardy, resilient breed.

The breed is generally friendly with people and other dogs.

A sturdy frame supports the Border Terrier's demanding working history.

The breed's adaptable nature suits a range of homes and lifestyles.

Border Terriers are famously tenacious once focused on a task.

The breed was historically valued for its fearless approach to den hunting.",ENGLAND,OTTERHEAD,WIRYCOAT,FOX,ENERGETIC,AFFECTIONATE,COMPACT,TRAINABLE,HARDY,FRIENDLY,STURDY,ADAPTABLE,TENACIOUS,FEARLESS
Borzoi,"The Borzoi is a sighthound developed in Russia.

Borzois were historically bred by Russian nobility for coursing game.

The breed's long, silky coat helped protect it in cold Russian winters.

Borzois were traditionally used to hunt wolves alongside mounted hunters.

The breed's strong association with Russian nobility earned it an aristocratic reputation.

A slender, narrow build is typical of the Borzoi's sighthound frame.

Borzois are a notably tall breed, with a commanding physical presence.

Despite their hunting background, Borzois are generally known for a gentle temperament.

Borzois can be somewhat independent, a common trait among sighthound breeds.

The breed is typically quiet, rarely barking without reason.

Borzois move with a naturally graceful, flowing stride.

The breed combines impressive speed with the endurance needed for a sustained chase.

Borzois carry themselves with an elegant, refined bearing.

Despite their athletic history, Borzois are often calm and relaxed in the home.",SIGHTHOUND,RUSSIA,SILKYCOAT,WOLF,ARISTOCRATIC,SLENDER,TALL,GENTLE,INDEPENDENT,QUIET,GRACEFUL,SPEED,ELEGANT,CALM
Boston Terrier,"The Boston Terrier was developed in the United States, in the city of Boston.

A black-and-white ""tuxedo"" coat pattern is standard for the breed.

The Boston Terrier has a short, flat face typical of many companion breeds.

The breed is generally known for a friendly, sociable temperament.

Boston Terriers were developed primarily as companion dogs.

The breed is known for a notably gentle disposition.

A compact, well-balanced build is typical of the Boston Terrier.

The breed's short muzzle classifies it as a brachycephalic breed.

Boston Terriers are known for being deeply affectionate with their owners.

The breed retains a lively, energetic personality throughout its life.

Boston Terriers adapt well to a variety of living situations, including apartments.

The breed is generally sociable with people and other pets.

Due to their flat faces, Boston Terriers are prone to snoring.

The Boston Terrier is nicknamed the ""American Gentleman"" for its tuxedo-like coat.",BOSTON,TUXEDO,FLATFACE,FRIENDLY,COMPANION,GENTLE,COMPACT,BRACHYCEPHALIC,AFFECTIONATE,LIVELY,ADAPTABLE,SOCIABLE,SNORING,GENTLEMAN
Boxer,"The Boxer breed was developed in Germany in the late 19th century.

A distinctive square jaw is one of the Boxer's most recognizable facial features.

Boxers are famously playful, often retaining a puppylike energy well into adulthood.

The breed is highly energetic and needs regular exercise to stay content.

Boxers have historically been used as effective guard dogs.

A muscular, athletic build reflects the Boxer's working dog heritage.

The Boxer's short, broad muzzle classifies it as a brachycephalic breed.

A short, smooth coat requires minimal grooming.

Boxers are known for forming deeply loyal bonds with their families.

Despite their energy, Boxers are generally known for being patient with children.

The breed's athletic build allows for quick, agile movement.

Boxers are known for their expressive faces and animated body language.

The breed remains a popular choice as a family dog.

Boxers are naturally alert, making them attentive watchdogs.",GERMANY,SQUAREJAW,PLAYFUL,ENERGETIC,GUARDDOG,MUSCULAR,BRACHYCEPHALIC,SHORTCOAT,LOYAL,PATIENT,ATHLETIC,EXPRESSIVE,FAMILYDOG,ALERT
Brittany,"The Brittany was originally developed as a spaniel-type hunting dog in France.

The breed originated in the Brittany region of northwestern France, which gave it its name.

Unlike traditional spaniels, the Brittany is classified as a pointing dog rather than a flusher.

The Brittany has a compact, medium-sized build suited to long days of fieldwork.

Orange and white is one of the most recognizable coat color combinations in the breed.

Brittanys are highly energetic dogs that need plenty of exercise and mental stimulation.

The Brittany was bred specifically as a versatile bird dog for hunters.

Brittanys are agile, quick dogs able to navigate dense brush while hunting.

Some early Brittanys were naturally born without tails, a trait still seen in the breed today.

The Brittany remains a popular competitor in hunting field trials.

Brittanys are eager to please, which makes them relatively easy to train.

The breed's versatility allows it to point, flush, and retrieve game.

The Brittany's medium size makes it practical for both fieldwork and family life.

Brittanys are naturally alert dogs, quick to notice movement in the field.",SPANIEL,FRANCE,POINTINGDOG,COMPACT,ORANGE,ENERGETIC,BIRDDOG,AGILE,TAILLESS,FIELDTRIAL,EAGER,VERSATILE,MEDIUMSIZE,ALERT
Brussels Griffon,"The Brussels Griffon originated in Belgium, historically kept to control rodents.

The breed's almost human-like, expressive face is one of its defining traits.

A bearded muzzle is a signature feature of the Brussels Griffon's face.

The breed transitioned from a working ratter to a beloved companion dog.

Brussels Griffons are known for being deeply affectionate with their owners.

The breed is considered quite sensitive, responding best to gentle handling.

Brussels Griffons are often described as having a comical, animated personality.

The breed carries itself with surprising confidence for its size.

Brussels Griffons are naturally alert and attentive to their surroundings.

The breed can show a stubborn streak during training.

Brussels Griffons form deeply loyal bonds with their families.

The breed is classified within the toy group.

Brussels Griffons are often described as having a charming, expressive presence.

The breed is known for being deeply devoted to its owner.",BELGIUM,EXPRESSIVE,BEARDED,COMPANION,AFFECTIONATE,SENSITIVE,COMICAL,CONFIDENT,ALERT,STUBBORN,LOYAL,TOYBREED,CHARMING,DEVOTED
Bull Terrier,"The Bull Terrier was developed in England from crosses involving bulldogs and terriers.

The breed's distinctive egg-shaped, oval head is one of its most recognizable traits.

A muscular, compact build gives the Bull Terrier surprising strength for its size.

Bull Terriers are famously playful, often retaining puppylike energy for years.

The breed is known for a confident, assertive temperament.

Bull Terriers possess notable physical strength relative to their size.

The breed forms strong, loyal bonds with its family.

Bull Terriers are energetic dogs that need regular exercise.

The breed can be quite stubborn, making consistent training important.

A short, dense coat requires minimal grooming.

Bull Terriers are known for a mischievous, playful streak.

The breed was historically bred for its fearless temperament.

Despite their tough reputation, Bull Terriers are typically very affectionate with family.

A sturdy, muscular frame reflects the breed's terrier-and-bulldog ancestry.",ENGLAND,OVALHEAD,MUSCULAR,PLAYFUL,CONFIDENT,STRONG,LOYAL,ENERGETIC,STUBBORN,SHORTCOAT,MISCHIEVOUS,FEARLESS,AFFECTIONATE,STURDY
Bulldog,"The Bulldog originated in England, historically associated with bull-baiting.

Deep facial wrinkles are one of the Bulldog's most recognizable features.

The Bulldog's short, flat face gives it a distinctive, pushed-in look.

A low, stocky build is characteristic of the breed.

Despite its tough appearance, the Bulldog has a notably muscular but compact frame.

Modern Bulldogs are generally known for a gentle temperament.

The breed forms loyal bonds with its family.

The Bulldog's short muzzle classifies it as a brachycephalic breed.

Bulldogs can show a stubborn streak, especially during training.

The breed is generally calm and easygoing indoors.

Bulldogs are known for being deeply affectionate with their families.

Due to their flat faces, Bulldogs are prone to snoring and noisy breathing.

Despite its former fighting role, the Bulldog's original purpose valued its courageous temperament.

Bulldogs are known for their tendency to drool.",ENGLAND,WRINKLES,FLATFACE,STOCKY,MUSCULAR,GENTLE,LOYAL,BRACHYCEPHALIC,STUBBORN,CALM,AFFECTIONATE,SNORING,COURAGEOUS,DROOL
Bullmastiff,"The Bullmastiff was developed in England to help gamekeepers catch poachers.

Gamekeepers relied on the breed's size and courage to apprehend trespassers.

The Bullmastiff was specifically bred to track and hold poachers without seriously harming them.

A muscular, powerful build defines the Bullmastiff's imposing presence.

The breed excels as a formidable guard dog.

Bullmastiffs form deeply loyal bonds with their families.

Despite their guarding role, Bullmastiffs are generally known for a calm temperament.

The breed's protective instincts make it an effective natural guardian.

Bullmastiffs possess considerable physical power for their size.

Despite their imposing size, Bullmastiffs are typically gentle with their families.

The breed is known for a confident, steady temperament.

A sturdy, well-muscled frame supports the Bullmastiff's guarding heritage.

Bullmastiffs are known for being deeply devoted companions.

The breed was historically valued for its fearless approach to confronting intruders.",ENGLAND,GAMEKEEPER,POACHER,MUSCULAR,GUARDDOG,LOYAL,CALM,PROTECTIVE,POWERFUL,GENTLE,CONFIDENT,STURDY,DEVOTED,FEARLESS
Cairn Terrier,"The Cairn Terrier originated in Scotland, named for the rock piles it hunted around.

The breed's coarse, wiry coat helped protect it from harsh Scottish weather.

The Cairn Terrier is classified as a small breed.

Cairn Terriers were historically used for ratting and hunting small game among rocky cairns.

The breed is known for a bold, feisty temperament.

Cairn Terriers carry themselves with notable confidence for their size.

The breed is energetic and enjoys regular play and exploration.

Despite their small size, Cairn Terriers have a sturdy, solid build.

The breed is famously curious, always investigating new sights and smells.

Cairn Terriers can be independent-minded, a common terrier trait.

Toto, the famous dog from The Wizard of Oz, was portrayed by a Cairn Terrier.

The breed is naturally alert, quick to notice activity nearby.

Cairn Terriers are generally friendly, especially once well socialized.

A compact frame makes the breed well suited to a range of living situations.",SCOTLAND,WIRYCOAT,SMALLBREED,RATTING,BOLD,CONFIDENT,ENERGETIC,STURDY,CURIOUS,INDEPENDENT,TOTO,ALERT,FRIENDLY,COMPACT
